Date,Adj Close,Close,High,Low,Open,Volume
2002-08-12,27.80725860595703,39.70000076293945,40.0,38.724998474121094,38.724998474121094,212976
2002-08-13,27.43075942993164,39.162498474121094,40.38750076293945,38.875,39.75,153576
2002-08-14,25.53959846496582,36.462501525878906,39.25,35.724998474121094,39.25,822776
2002-08-15,25.53959846496582,36.462501525878906,36.462501525878906,36.462501525878906,36.462501525878906,0
2002-08-16,25.478309631347656,36.375,38.0,35.75,36.275001525878906,811856
2002-08-19,24.847917556762695,35.474998474121094,36.67499923706055,35.13750076293945,36.67499923706055,205880
2002-08-20,25.53959846496582,36.462501525878906,38.724998474121094,35.48749923706055,35.724998474121094,3773624
2002-08-21,26.791614532470703,38.25,39.20000076293945,36.525001525878906,38.474998474121094,3011064
2002-08-22,27.94733238220215,39.900001525878906,41.57500076293945,39.3125,39.51250076293945,6732480
2002-08-23,29.62837791442871,42.29999923706055,43.625,39.76250076293945,40.25,4841672
2002-08-26,29.523324966430664,42.150001525878906,43.25,41.8125,42.974998474121094,2576912
2002-08-27,28.787853240966797,41.099998474121094,44.25,40.75,42.5,3694224
2002-08-28,28.814109802246094,41.13750076293945,41.599998474121094,40.287498474121094,40.974998474121094,1674960
2002-08-29,28.814109802246094,41.13750076293945,41.875,40.75,40.88750076293945,1236544
2002-08-30,30.854143142700195,44.04999923706055,45.125,41.25,41.26250076293945,3762384
2002-09-02,31.169326782226562,44.5,45.974998474121094,44.04999923706055,44.75,2389568
2002-09-03,29.707178115844727,42.412498474121094,44.9375,42.0,44.75,986784
2002-09-04,30.35508155822754,43.337501525878906,43.75,41.38750076293945,41.875,1449856
2002-09-05,30.17121124267578,43.07500076293945,44.86249923706055,42.5,44.662498474121094,1061360
2002-09-06,29.05052375793457,41.474998474121094,43.25,41.01250076293945,43.25,907472
2002-09-09,28.67402458190918,40.9375,42.6875,39.5,39.5,880848
2002-09-10,28.67402458190918,40.9375,40.9375,40.9375,40.9375,0
2002-09-11,29.400737762451172,41.974998474121094,42.70000076293945,41.162498474121094,41.162498474121094,635936
2002-09-12,29.549583435058594,42.1875,43.224998474121094,41.900001525878906,42.48749923706055,781968
2002-09-13,28.70905113220215,40.98749923706055,42.224998474121094,40.63750076293945,40.712501525878906,338264
2002-09-16,28.148700714111328,40.1875,41.599998474121094,39.875,41.375,288592
2002-09-17,28.97172737121582,41.36249923706055,41.625,40.775001525878906,40.912498474121094,462952
2002-09-18,28.078655242919922,40.087501525878906,41.25,39.75,41.125,315432
2002-09-19,27.842256546020508,39.75,41.07500076293945,39.25,39.75,490848
2002-09-20,27.38698959350586,39.099998474121094,39.67499923706055,38.162498474121094,38.32500076293945,501072
2002-09-23,26.922941207885742,38.4375,39.474998474121094,38.275001525878906,39.375,248504
2002-09-24,26.012380599975586,37.13750076293945,38.29999923706055,36.724998474121094,38.29999923706055,267912
2002-09-25,26.213768005371094,37.42499923706055,37.75,36.0,36.275001525878906,379544
2002-09-26,26.625253677368164,38.01250076293945,38.61249923706055,37.75,38.20000076293945,178136
2002-09-27,26.949216842651367,38.474998474121094,39.0,37.88750076293945,37.88750076293945,206288
2002-09-30,25.968608856201172,37.07500076293945,38.474998474121094,36.275001525878906,37.88750076293945,202232
2002-10-01,25.749713897705078,36.76250076293945,37.75,36.125,37.25,240192
2002-10-02,25.749713897705078,36.76250076293945,36.76250076293945,36.76250076293945,36.76250076293945,0
2002-10-03,26.44140625,37.75,39.75,37.25,37.25,673264
2002-10-04,26.27505111694336,37.51250076293945,38.36249923706055,37.125,38.25,258296
2002-10-07,26.16122817993164,37.349998474121094,38.0,37.025001525878906,37.76250076293945,110976
2002-10-08,26.87042999267578,38.36249923706055,38.724998474121094,37.25,37.462501525878906,227352
2002-10-09,26.187496185302734,37.38750076293945,39.11249923706055,37.0625,38.5,277040
