Date,Adj Close,Close,High,Low,Open,Volume
2000-01-03,80.45550537109375,122.0718765258789,122.0718765258789,122.0703125,122.0703125,657536
2000-01-04,86.79248046875,131.6867218017578,131.837890625,126.9765625,131.25,7191808
2000-01-05,79.84921264648438,121.1519546508789,126.953125,121.1519546508789,122.6640625,21069440
2000-01-06,73.46122741699219,111.45976257324219,119.53125,111.45976257324219,119.19258117675781,10495616
2000-01-07,67.58433532714844,102.54296875,102.54296875,102.54296875,102.54296875,971392
2000-01-10,70.8375244140625,107.4789047241211,110.74609375,94.33984375,102.54296875,30230400
2000-01-11,65.17071533203125,98.880859375,107.8125,98.880859375,103.125,15658368
2000-01-12,67.33740997314453,102.1683578491211,104.2890625,91.921875,93.359375,25993472
2000-01-13,62.25554656982422,94.45780944824219,102.7265625,93.99491882324219,102.34375,20038400
2000-01-14,62.697349548339844,95.12812805175781,96.0703125,87.5234375,95.6953125,16040064
2000-01-17,61.12428665161133,92.74140930175781,100.6640625,91.5625,95.3125,18092928
2000-01-18,61.45769119262695,93.24726867675781,95.0703125,88.4765625,91.7164077758789,20290944
2000-01-19,66.37092590332031,100.70195007324219,100.70703125,97.03125,98.015625,19994752
2000-01-20,65.63568878173828,99.5863265991211,105.8671875,98.5234375,103.125,19778560
2000-01-21,69.10175323486328,104.8453140258789,106.171875,97.6796875,100.78125,20786048
2000-01-24,71.46315002441406,108.4281234741211,113.1953125,106.25,106.25,25256320
2000-01-25,72.6505126953125,110.22969055175781,111.328125,104.6878890991211,107.8125,20469632
2000-01-26,72.6505126953125,110.22969055175781,110.22969055175781,110.22969055175781,110.22969055175781,0
2000-01-27,76.11122131347656,115.48046875,118.75,113.953125,118.28125,12953792
2000-01-28,78.38505554199219,118.93046569824219,120.296875,116.03125,116.03125,17281536
2000-01-31,74.37032318115234,112.83906555175781,117.875,111.359375,117.7421875,7598272
2000-02-01,76.38568115234375,115.8968734741211,116.40625,111.71875,113.28125,7055424
2000-02-02,75.85427856445312,115.09062194824219,120.3125,114.8359375,118.59375,9491520
2000-02-03,76.62664794921875,116.26249694824219,117.34375,115.15625,115.875,6032064
2000-02-04,81.32417297363281,123.38984680175781,124.21875,116.796875,116.796875,20176704
2000-02-07,87.49531555175781,132.7531280517578,133.26171875,123.421875,123.421875,16988608
2000-02-08,91.63520812988281,139.0343780517578,142.96875,132.734375,132.734375,14902784
2000-02-09,89.69451141357422,136.08984375,146.859375,134.375,146.859375,10595520
2000-02-10,94.83586120605469,143.890625,144.921875,137.484375,137.484375,18777728
2000-02-11,102.42302703857422,155.40234375,155.40234375,144.828125,144.828125,2100224
2000-02-14,110.61731719970703,167.8351593017578,167.8351593017578,167.8351593017578,167.8351593017578,1518912
2000-02-15,102.58782196044922,155.65234375,167.8351593017578,154.40859985351562,167.8351593017578,21339968
2000-02-16,103.37149810791016,156.84140014648438,160.9375,150.546875,157.03125,12720448
2000-02-17,106.05366516113281,160.9109344482422,168.75,156.25,156.25,12125248
2000-02-18,101.58734130859375,154.13436889648438,164.0625,152.734375,162.796875,10628288
2000-02-21,105.60517883300781,160.23046875,164.0625,151.578125,153.90625,17751552
2000-02-22,101.2320556640625,153.59530639648438,161.546875,152.34375,161.546875,12066560
2000-02-23,94.89716339111328,143.9835968017578,164.0625,141.3078155517578,164.0625,11944576
2000-02-24,95.74210357666016,145.265625,150.765625,140.4375,146.71875,8260480
2000-02-25,92.55172729492188,140.4250030517578,148.27890014648438,138.28125,146.875,4929856
2000-02-28,87.63436126708984,132.9640655517578,139.0625,129.19140625,139.0625,7616384
2000-02-29,90.41179656982422,137.17813110351562,143.6015625,130.46875,134.375,16031808
2000-03-01,97.64470672607422,148.15234375,148.15234375,140.625,142.171875,6285824
2000-03-02,105.45636749267578,160.0046844482422,160.0046844482422,155.18905639648438,158.35546875,1607040
2000-03-03,113.89314270019531,172.8054656982422,172.8054656982422,172.8054656982422,172.8054656982422,1708224
2000-03-06,123.0050048828125,186.63046264648438,186.63046264648438,165.0,186.55703735351562,1385792
2000-03-07,132.8453826904297,201.56094360351562,201.56094360351562,200.0,200.0,3477312
2000-03-08,126.82251739501953,192.4226531982422,217.68594360351562,187.265625,210.15625,22432768
2000-03-09,122.12139129638672,185.2898406982422,203.125,181.71875,198.28125,8334720
2000-03-10,120.12609100341797,182.2624969482422,199.140625,178.5398406982422,189.046875,10259648
2000-03-13,110.51643371582031,167.68203735351562,190.609375,167.68203735351562,182.8125,7513664
2000-03-14,101.67540740966797,154.26797485351562,159.53125,154.26797485351562,159.53125,8390592
2000-03-15,102.64136505126953,155.7335968017578,160.15625,141.9265594482422,142.671875,16262144
2000-03-16,94.43012237548828,143.27499389648438,150.0,143.27499389648438,150.0,5725568
2000-03-17,94.43012237548828,143.27499389648438,143.27499389648438,143.27499389648438,143.27499389648438,0
2000-03-20,94.43012237548828,143.27499389648438,143.27499389648438,143.27499389648438,143.27499389648438,0
2000-03-21,101.98486328125,154.7375030517578,154.7375030517578,132.984375,143.671875,14633344
2000-03-22,110.13175201416016,167.0984344482422,167.1171875,148.4375,151.5625,9580544
2000-03-23,105.70095825195312,160.3757781982422,180.3125,158.59375,171.25,14267456
2000-03-24,111.4617691040039,169.1164093017578,173.125,157.96875,157.96875,12254144
2000-03-27,106.7647476196289,161.98983764648438,171.859375,160.9375,164.0625,8076992
2000-03-28,102.44207763671875,155.43124389648438,159.375,150.95547485351562,157.828125,8920448
2000-03-29,104.92705535888672,159.20156860351562,166.875,158.609375,159.375,6539904
2000-03-30,100.36290740966797,152.2765655517578,154.6875,146.5625,154.6875,7659648
2000-03-31,92.37613677978516,140.15859985351562,150.0,140.0945281982422,150.0,8080640
2000-04-03,84.9861831665039,128.9460906982422,140.625,128.9460906982422,132.828125,3743552
2000-04-04,78.18734741210938,118.6304702758789,118.6304702758789,118.6304702758789,118.6304702758789,400192
2000-04-05,80.30152893066406,121.8382797241211,128.109375,110.171875,110.171875,28349120
2000-04-06,86.6622314453125,131.4890594482422,131.5859375,114.078125,122.6875,30059968
2000-04-07,93.5954818725586,142.0085906982422,142.0085906982422,142.0085906982422,142.0085906982422,222400
2000-04-10,101.08324432373047,153.36953735351562,153.36953735351562,153.36953735351562,153.36953735351562,210624
2000-04-11,109.15238952636719,165.6125030517578,165.63906860351562,141.421875,153.36953735351562,27174080
2000-04-12,103.77468872070312,157.453125,165.203125,156.09375,162.34375,16391936
2000-04-13,95.47280883789062,144.85702514648438,154.6882781982422,144.85702514648438,154.6882781982422,3314176
2000-04-14,95.47280883789062,144.85702514648438,144.85702514648438,144.85702514648438,144.85702514648438,0
2000-04-17,87.83516693115234,133.2687530517578,133.2687530517578,133.2687530517578,133.2687530517578,220096
2000-04-18,80.80870819091797,122.6078109741211,137.484375,122.6078109741211,133.2687530517578,14944384
2000-04-19,74.66227722167969,113.28202819824219,132.40625,112.7992172241211,132.40625,25509632
2000-04-20,78.30266571044922,118.80546569824219,122.15625,104.234375,106.28125,36772800
2000-04-21,78.30266571044922,118.80546569824219,118.80546569824219,118.80546569824219,118.80546569824219,0
2000-04-24,75.91194915771484,115.1781234741211,123.421875,112.65625,121.84375,17368064
2000-04-25,73.86210632324219,112.0679702758789,115.53125,105.96406555175781,112.75,16440064
2000-04-26,79.73772430419922,120.9828109741211,120.9828109741211,119.546875,120.9820327758789,4330048
2000-04-27,82.26437377929688,124.81640625,127.71875,120.9828109741211,124.84375,24835072
2000-04-28,83.6695785522461,126.9007797241211,132.625,124.296875,126.5625,19109696
2000-05-01,83.6695785522461,126.9007797241211,126.9007797241211,126.9007797241211,126.9007797241211,0
2000-05-02,81.21407318115234,123.17655944824219,132.34375,121.015625,128.90625,25582336
2000-05-03,78.79928588867188,119.5140609741211,123.421875,108.39530944824219,114.84375,32888000
2000-05-04,84.26605224609375,127.80546569824219,128.59375,117.96875,120.15625,25117504
2000-05-05,88.2472915649414,133.84375,136.40390014648438,128.59375,128.59375,30822080
2000-05-08,78.2728500366211,118.71562194824219,136.5625,117.8125,134.359375,48399424
2000-05-09,81.13887786865234,123.0625,124.140625,109.375,117.203125,31215296
2000-05-10,79.95359802246094,121.26484680175781,124.609375,117.96875,124.21875,24130816
2000-05-11,72.74223327636719,110.32734680175781,118.90625,107.97265625,118.90625,31749632
2000-05-12,70.6812744140625,107.2015609741211,114.0625,105.5078125,111.71875,32175744
2000-05-15,71.48897552490234,108.42655944824219,112.34375,94.5484390258789,106.328125,43260224
2000-05-16,70.7121810913086,107.2484359741211,110.9375,105.0,109.359375,30106112
2000-05-17,71.73158264160156,108.7945327758789,115.82890319824219,107.515625,111.9781265258789,24953152
2000-05-18,71.06195831298828,107.7789077758789,109.296875,105.5,108.59375,16329728
2000-05-19,66.51358032226562,100.8804702758789,107.8148422241211,98.46406555175781,107.8148422241211,35789312
2000-05-22,61.183815002441406,92.796875,97.78125,91.109375,97.78125,27676736
2000-05-23,61.980690002441406,94.0054702758789,96.38749694824219,86.32890319824219,90.62577819824219,34424576
2000-05-24,62.29953384399414,94.48905944824219,95.859375,89.0625,92.203125,38866432
2000-05-25,62.21556854248047,94.3617172241211,98.71875,93.75,95.15625,34255680
2000-05-26,61.58919906616211,93.4117202758789,95.90625,91.015625,95.078125,36218496
2000-05-29,60.69295120239258,92.0523452758789,93.125,87.1890640258789,92.375,26640576
2000-05-30,64.5623779296875,97.92109680175781,98.90625,91.44140625,92.578125,26278080
2000-05-31,72.1014404296875,109.35546875,109.671875,104.359375,104.359375,21896192
2000-06-01,72.0488510131836,109.2757797241211,111.2867202758789,106.765625,108.59375,26854272
2000-06-02,77.61764526367188,117.72187805175781,120.15625,110.0,110.0,39140928
2000-06-05,82.43644714355469,125.03047180175781,131.8484344482422,118.75,118.75,27895872
2000-06-06,82.1242446899414,124.5570297241211,127.65625,121.875,125.8125,28894656
2000-06-07,80.73298645019531,122.4468765258789,126.03125,120.3125,122.65625,28549120
2000-06-08,81.45718383789062,123.5453109741211,124.984375,121.875,122.578125,20242496
2000-06-09,81.74720764160156,123.98515319824219,127.8101577758789,122.96875,124.2171859741211,32154624
2000-06-12,79.98710632324219,121.31562805175781,124.65625,120.640625,122.265625,14581632
2000-06-13,80.05149841308594,121.41328430175781,122.578125,116.421875,120.3304672241211,19440384
2000-06-14,80.49087524414062,122.0796890258789,124.203125,120.140625,120.140625,15804032
2000-06-15,85.32511901855469,129.41171264648438,131.234375,121.125,121.90625,47780928
2000-06-16,86.44082641601562,131.10391235351562,132.65625,127.328125,128.140625,32008768
2000-06-19,88.24420928955078,133.8390655517578,135.4375,128.921875,131.25,39349376
2000-06-20,89.92599487304688,136.3898468017578,139.84375,133.359375,133.359375,25223040
2000-06-21,87.57508850097656,132.82421875,139.0625,131.71875,139.0625,27506944
2000-06-22,87.69715118408203,133.00936889648438,134.265625,131.265625,132.8125,21713344
2000-06-23,85.0871353149414,129.05078125,132.75,127.59375,132.75,22021824
2000-06-26,83.27295684814453,126.2992172241211,128.1257781982422,122.6578140258789,128.1257781982422,17510144
2000-06-27,84.03890991210938,127.4609375,129.82656860351562,125.078125,127.796875,19903872
2000-06-28,84.64981842041016,128.3874969482422,129.0625,123.46875,126.5625,12160960
2000-06-29,86.43927001953125,131.1015625,135.140625,129.203125,129.203125,16867520
2000-06-30,85.61408996582031,129.85000610351562,130.46875,127.359375,129.78125,15405760
2000-07-03,88.4281005859375,134.1179656982422,134.671875,131.09375,131.09375,21234432
2000-07-04,90.14132690429688,136.71640014648438,137.46875,134.390625,134.6875,22397056
