Price,Adj Close,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,,
2000-03-01,16.736534118652344,22.621448516845703,23.553298950195312,21.350421905517578,22.492918014526367,150769883
2000-03-02,15.413145065307617,20.832727432250977,22.992761611938477,20.81487464904785,22.767831802368164,175562684
2000-03-03,14.18220329284668,19.168964385986328,20.42928123474121,19.168964385986328,20.42928123474121,64935300
2000-03-06,13.416169166564941,18.133575439453125,20.268617630004883,17.637304306030273,19.168964385986328,146075956
2000-03-07,12.800701141357422,17.301694869995117,18.494176864624023,17.137460708618164,18.351364135742188,133888438
2000-03-08,12.306739807128906,16.634048461914062,17.887224197387695,16.42340087890625,17.630163192749023,101621246
2000-03-09,12.21957015991211,16.51622772216797,17.308835983276367,16.005674362182617,16.844696044921875,77665531
2000-03-10,11.456178665161133,15.484410285949707,16.766149520874023,15.323746681213379,16.70902442932129,92389443
2000-03-13,10.7350492477417,14.509716987609863,16.387697219848633,14.302639961242676,15.70219898223877,150763063
2000-03-14,11.580327987670898,15.652215003967285,15.673636436462402,14.077710151672363,14.673951148986816,141532996
2000-03-15,12.507495880126953,16.905391693115234,16.905391693115234,15.423714637756348,15.994963645935059,79982280
2000-03-16,12.407119750976562,16.76972007751465,17.694429397583008,16.430540084838867,17.101757049560547,147946692
2000-03-17,12.407119750976562,16.76972007751465,16.76972007751465,16.76972007751465,16.76972007751465,0
2000-03-20,12.407119750976562,16.76972007751465,16.76972007751465,16.76972007751465,16.76972007751465,0
2000-03-21,12.56824779510498,16.98750877380371,17.337398529052734,16.252025604248047,17.051773071289062,95762643
2000-03-22,12.858813285827637,17.38024139404297,17.744413375854492,17.223148345947266,17.494491577148438,69064318
2000-03-23,12.72938060760498,17.205297470092773,17.551616668701172,17.03392219543457,17.51234245300293,60024739
2000-03-24,12.71088981628418,17.18030548095703,17.348108291625977,16.96965789794922,17.08033561706543,36941526
2000-03-27,13.72786808013916,18.554872512817383,18.554872512817383,17.351680755615234,17.351680755615234,58001578
2000-03-28,14.826727867126465,20.040119171142578,20.040119171142578,18.786941528320312,18.786941528320312,98405624
2000-03-29,14.332769393920898,19.372472763061523,20.700624465942383,19.20823860168457,20.336454391479492,143934962
2000-03-30,15.479182243347168,20.92198371887207,20.92198371887207,18.44419288635254,19.20823860168457,240432206
2000-03-31,16.718046188354492,22.59645652770996,22.59645652770996,20.00084686279297,21.20760726928711,275945423
2000-04-03,17.359928131103516,23.464040756225586,23.82821273803711,22.714277267456055,23.39620590209961,299036394
2000-04-04,15.973140716552734,21.589630126953125,23.278385162353516,21.589630126953125,23.278385162353516,189486468
2000-04-05,15.967851638793945,21.582490921020508,22.27869987487793,19.868743896484375,21.66460609436035,352720260
2000-04-06,17.635208129882812,23.28909683227539,23.310518264770508,21.603912353515625,21.636045455932617,227418526
2000-04-07,19.04646110534668,25.152795791625977,25.152795791625977,23.549728393554688,23.549728393554688,163657523
2000-04-10,19.711532592773438,26.031089782714844,27.134313583374023,25.670488357543945,26.41311264038086,309647520
2000-04-11,19.1275691986084,25.259904861450195,25.63478660583496,24.742210388183594,25.563379287719727,136676715
2000-04-12,18.273250579833984,24.13168716430664,25.706192016601562,23.878196716308594,25.491973876953125,241770257
2000-04-13,16.813331604003906,22.203723907470703,23.642555236816406,22.203723907470703,23.642555236816406,3153974
2000-04-14,16.813331604003906,22.203723907470703,22.203723907470703,22.203723907470703,22.203723907470703,0
2000-04-17,16.134740829467773,21.30757713317871,21.478952407836914,20.42928123474121,20.42928123474121,223113571
2000-04-18,16.223960876464844,21.425397872924805,22.057340621948242,20.993389129638672,21.21474838256836,122899571
2000-04-19,17.02420997619629,22.482206344604492,23.139142990112305,21.643186569213867,21.971654891967773,228183965
2000-04-20,18.262434005737305,24.117406845092773,24.281641006469727,22.082332611083984,22.35010528564453,271517327
2000-04-21,18.262434005737305,24.117406845092773,24.117406845092773,24.117406845092773,24.117406845092773,0
2000-04-24,18.219175338745117,24.06028175354004,25.74903678894043,23.064167022705078,24.706506729125977,246733265
2000-04-25,17.9542236328125,23.710391998291016,24.242366790771484,22.253707885742188,23.014183044433594,221403241
2000-04-26,19.354663848876953,25.559810638427734,25.60979461669922,24.2780704498291,24.2780704498291,238053151
2000-04-27,18.689592361450195,24.681514739990234,26.134628295898438,24.156679153442383,25.763317108154297,413796521
2000-04-28,18.657146453857422,24.638671875,25.127803802490234,24.29949188232422,24.813615798950195,188028343
2000-05-01,18.657146453857422,24.638671875,24.638671875,24.638671875,24.638671875,0
2000-05-02,17.79742431640625,23.503313064575195,25.324169158935547,23.224830627441406,24.849319458007812,230017702
2000-05-03,17.735246658325195,23.42119789123535,23.83892250061035,22.07876205444336,23.349790573120117,192704191
2000-05-04,18.23269271850586,24.07813262939453,24.488718032836914,23.63541603088379,23.63541603088379,158631859
2000-05-05,18.132661819458008,23.94603157043457,24.388750076293945,23.42833709716797,24.170961380004883,156073814
2000-05-08,17.518957138061523,23.13557243347168,24.063852310180664,23.014183044433594,23.63541603088379,82504670
2000-05-09,17.754169464111328,23.446189880371094,23.69611167907715,22.735698699951172,22.95705795288086,85940035
2000-05-10,17.5865478515625,23.224830627441406,23.913898468017578,23.085588455200195,23.564008712768555,93165917
2000-05-11,17.126941680908203,22.61787986755371,23.139142990112305,22.421512603759766,23.139142990112305,90033846
2000-05-12,17.08098602294922,22.55718421936035,23.02846336364746,22.37152862548828,22.821386337280273,57913070
2000-05-15,17.275634765625,22.814245223999023,23.185556411743164,21.88596534729004,22.282270431518555,81188494
2000-05-16,17.162090301513672,22.66429328918457,22.985620498657227,22.492918014526367,22.84994888305664,43882418
2000-05-17,17.24049186706543,22.767831802368164,23.44976043701172,22.582176208496094,22.914213180541992,109270328
2000-05-18,16.767370223999023,22.143028259277344,22.832096099853516,21.928810119628906,22.707136154174805,75382294
2000-05-19,17.064760208129883,22.535762786865234,22.78211212158203,21.93952178955078,21.993074417114258,111574963
2000-05-22,16.894441604614258,22.310832977294922,22.628589630126953,22.064481735229492,22.35010528564453,43662227
2000-05-23,17.018800735473633,22.475067138671875,22.56432342529297,22.028778076171875,22.300121307373047,58389850
2000-05-24,16.91065788269043,22.33225440979004,22.699996948242188,22.135887145996094,22.396520614624023,56605367
2000-05-25,16.913366317749023,22.335824966430664,22.692855834960938,22.214433670043945,22.300121307373047,36653287
2000-05-26,17.11072540283203,22.59645652770996,22.707136154174805,22.207294464111328,22.4786376953125,49082689
2000-05-29,18.354347229003906,24.23879623413086,24.81004524230957,22.707136154174805,22.742839813232422,165326988
2000-05-30,18.589561462402344,24.549413681030273,24.6957950592041,24.070993423461914,24.33162498474121,79692753
2000-05-31,18.594968795776367,24.556554794311523,25.477693557739258,24.428022384643555,25.06353759765625,118366163
2000-06-01,18.340835571289062,24.220945358276367,24.699365615844727,24.003156661987305,24.428022384643555,75363108
2000-06-02,18.246213912963867,24.095985412597656,24.706506729125977,23.856773376464844,24.49228858947754,81875438
2000-06-05,18.340835571289062,24.220945358276367,25.12423324584961,24.021007537841797,24.11383628845215,151857297
2000-06-06,18.319204330444336,24.1923828125,24.481578826904297,23.99958610534668,24.135257720947266,54887782
2000-06-07,18.273250579833984,24.13168716430664,24.592256546020508,24.010297775268555,24.27092933654785,52545769
2000-06-08,18.4300537109375,24.33876609802246,24.635101318359375,24.15311050415039,24.27092933654785,64426688
2000-06-09,18.448976516723633,24.363758087158203,25.18492889404297,24.210235595703125,24.413742065429688,172161391
2000-06-12,18.351646423339844,24.235227584838867,24.68508529663086,24.174531936645508,24.449445724487305,57726882
2000-06-13,18.30298614501953,24.170961380004883,24.73863983154297,24.06742286682129,24.206663131713867,95747252
2000-06-14,18.24080467224121,24.088844299316406,24.742210388183594,23.99958610534668,24.742210388183594,62793550
2000-06-15,17.921789169311523,23.66754722595215,24.349475860595703,23.385494232177734,24.349475860595703,85105386
2000-06-16,17.965042114257812,23.724672317504883,23.981735229492188,23.492603302001953,23.531877517700195,63843153
2000-06-19,17.916378021240234,23.66040802001953,23.992446899414062,23.578290939331055,23.8317813873291,43452959
2000-06-20,17.859601974487305,23.585430145263672,23.849634170532227,23.46047019958496,23.81393051147461,58093559
2000-06-21,17.79742431640625,23.503313064575195,23.849634170532227,23.439048767089844,23.849634170532227,29007035
2000-06-22,18.654443740844727,24.635101318359375,24.97784996032715,23.08201789855957,23.58900260925293,268082760
2000-06-23,18.262434005737305,24.117406845092773,25.324169158935547,23.921039581298828,24.713647842407227,224036672
2000-06-26,17.90556526184082,23.646127700805664,23.963884353637695,23.439048767089844,23.921039581298828,48525944
2000-06-27,18.086694717407227,23.885337829589844,24.27092933654785,23.571149826049805,23.66040802001953,106940541
2000-06-28,18.04615020751953,23.8317813873291,24.06028175354004,23.742525100708008,23.921039581298828,24433854
2000-06-29,18.505748748779297,24.43873405456543,24.68508529663086,23.913898468017578,23.94603157043457,106685828
2000-06-30,18.42734718322754,24.335195541381836,24.613679885864258,23.992446899414062,24.563695907592773,88865990
2000-07-03,18.82476806640625,24.860029220581055,25.131372451782227,24.135257720947266,24.135257720947266,137988774
2000-07-04,18.676069259643555,24.663663864135742,24.96356964111328,24.567264556884766,24.892162322998047,75354482
2000-07-05,19.149192810058594,25.288467407226562,25.731184005737305,24.749351501464844,24.920724868774414,189904178
2000-07-06,19.592575073242188,25.87399673461914,26.056081771850586,24.992130279541016,25.06353759765625,200669996
2000-07-07,19.530393600463867,25.791879653930664,26.127487182617188,25.706192016601562,26.02037811279297,111604092
2000-07-10,19.92511558532715,26.31314468383789,26.49165916442871,25.60979461669922,25.92041015625,131908677
2000-07-11,20.327938079833984,26.84511947631836,26.97007942199707,26.17390251159668,26.41311264038086,170025705
2000-07-12,20.008920669555664,26.4238224029541,26.83083724975586,26.277441024780273,26.7130184173584,70757129
2000-07-13,19.776418685913086,26.116777420043945,26.69159507751465,25.92041015625,26.477378845214844,83264045
2000-07-14,19.530393600463867,25.791879653930664,26.4523868560791,25.677629470825195,26.15247917175293,89678274
2000-07-17,19.643943786621094,25.941831588745117,26.056081771850586,25.527677536010742,25.913270950317383,86145914
2000-07-18,19.365480422973633,25.5740909576416,25.92041015625,25.44198989868164,25.81330108642578,52104364
2000-07-19,19.14649200439453,25.284896850585938,25.884706497192383,25.17064666748047,25.599082946777344,58511199
2000-07-20,19.33574104309082,25.534818649291992,25.763317108154297,24.777912139892578,25.199209213256836,124658147
2000-07-21,18.594968795776367,24.556554794311523,25.491973876953125,24.43873405456543,25.491973876953125,143754403
2000-07-24,17.654132843017578,23.314088821411133,24.353046417236328,23.146284103393555,24.353046417236328,84256775
2000-07-25,18.05426025390625,23.842493057250977,24.024578094482422,22.864229202270508,23.032033920288086,92498453
2000-07-26,17.605472564697266,23.24982261657715,24.206663131713867,23.13557243347168,24.206663131713867,54349425
2000-07-27,18.603076934814453,24.567264556884766,25.04925537109375,22.999900817871094,23.278385162353516,120640983
2000-07-28,18.408422470092773,24.310203552246094,24.992130279541016,24.220945358276367,24.849319458007812,83819180
2000-07-31,18.211063385009766,24.049570083618164,24.342336654663086,23.956743240356445,24.135257720947266,28100305
2000-08-01,18.30298614501953,24.170961380004883,24.413742065429688,23.963884353637695,23.992446899414062,52276716
2000-08-02,18.330015182495117,24.206663131713867,24.256649017333984,23.992446899414062,24.09241485595703,20395290
2000-08-03,18.25702667236328,24.110265731811523,24.54584312438965,24.01386833190918,24.2637882232666,46686143
2000-08-04,17.848787307739258,23.571149826049805,24.188812255859375,23.503313064575195,24.170961380004883,45818822
2000-08-07,17.85689926147461,23.58186149597168,23.70682144165039,23.146284103393555,23.492603302001953,34608868
2000-08-08,17.88934326171875,23.624704360961914,23.803220748901367,23.528305053710938,23.68182945251465,31546244
2000-08-09,18.043447494506836,23.82821273803711,24.135257720947266,23.646127700805664,23.778228759765625,33540780
2000-08-10,17.819049835205078,23.531877517700195,23.974594116210938,23.431907653808594,23.70682144165039,23807997
2000-08-11,17.80282974243164,23.510454177856445,23.70682144165039,23.3997745513916,23.528305053710938,27325498
2000-08-14,17.808237075805664,23.517595291137695,23.69611167907715,23.014183044433594,23.492603302001953,37143638
2000-08-15,17.808237075805664,23.517595291137695,23.517595291137695,23.517595291137695,23.517595291137695,0
2000-08-16,18.243505477905273,24.09241485595703,24.335195541381836,23.58186149597168,23.69968032836914,67496889
2000-08-17,18.262434005737305,24.117406845092773,24.663663864135742,23.956743240356445,24.206663131713867,86149527
2000-08-18,18.219175338745117,24.06028175354004,24.267358779907227,23.96745491027832,24.06742286682129,25684195
2000-08-21,18.194841384887695,24.028148651123047,24.19952392578125,23.928180694580078,24.00672721862793,20282583
2000-08-22,18.292171478271484,24.156679153442383,24.43873405456543,24.042430877685547,24.170961380004883,39891989
2000-08-23,18.359760284423828,24.24593734741211,24.706506729125977,24.174531936645508,24.39946174621582,75956629
2000-08-24,18.146177291870117,23.963884353637695,24.33162498474121,23.849634170532227,24.206663131713867,46216771
2000-08-25,18.03803825378418,23.82107162475586,24.163820266723633,23.65326690673828,24.028148651123047,23180851
2000-08-28,17.962337493896484,23.72110366821289,23.921039581298828,23.678258895874023,23.81393051147461,16676686
2000-08-29,17.86501121520996,23.592571258544922,23.885337829589844,23.51402473449707,23.656837463378906,30320186
2000-08-30,18.216476440429688,24.056711196899414,24.1923828125,23.678258895874023,23.903188705444336,42939124
2000-08-31,18.19754981994629,24.031719207763672,24.335195541381836,23.924610137939453,24.170961380004883,38384652
2000-09-01,18.19754981994629,24.031719207763672,24.031719207763672,24.031719207763672,24.031719207763672,0
2000-09-04,19.135679244995117,25.270614624023438,25.47412109375,24.15311050415039,24.19952392578125,110294526
2000-09-05,19.235706329345703,25.4027156829834,25.677629470825195,25.152795791625977,25.491973876953125,50895798
2000-09-06,19.66016387939453,25.963254928588867,26.127487182617188,25.13494300842285,25.420568466186523,136969141
2000-09-07,19.565542221069336,25.838293075561523,26.48451805114746,25.713333129882812,25.78830909729004,105721037
2000-09-08,20.054874420166016,26.48451805114746,26.777284622192383,25.781169891357422,25.8490047454834,83416875
2000-09-11,20.717248916625977,27.359243392944336,27.634157180786133,26.7130184173584,26.763002395629883,98805506
2000-09-12,20.733469009399414,27.380664825439453,27.83409309387207,27.220001220703125,27.491344451904297,60658354
2000-09-13,20.30360221862793,26.812986373901367,27.559179306030273,26.563064575195312,27.559179306030273,82885772
2000-09-14,20.314422607421875,26.827268600463867,27.180728912353516,26.61305046081543,26.85226058959961,58814450
2000-09-15,19.7872314453125,26.131057739257812,26.93080711364746,25.931121826171875,26.848690032958984,53200335
2000-09-18,18.719327926635742,24.720787048339844,25.92041015625,24.503000259399414,25.92041015625,73399060
2000-09-19,18.254323959350586,24.1066951751709,25.131372451782227,23.849634170532227,24.57797622680664,68148598
2000-09-20,18.78961944580078,24.813615798950195,25.045686721801758,24.1066951751709,24.367328643798828,53619277
2000-09-21,18.811250686645508,24.842178344726562,24.992130279541016,24.44587516784668,24.842178344726562,48372162
2000-09-22,18.294870376586914,24.160249710083008,24.777912139892578,23.988876342773438,24.777912139892578,58990275
2000-09-25,18.489524841308594,24.417312622070312,24.706506729125977,24.135257720947266,24.424453735351562,48547973
2000-09-26,18.45438003540039,24.37089729309082,24.563695907592773,24.13882827758789,24.563695907592773,40011530
2000-09-27,19.02753448486328,25.127803802490234,25.327739715576172,23.878196716308594,24.353046417236328,92628316
2000-09-28,18.686887741088867,24.67794418334961,25.34916114807129,24.527992248535156,25.34916114807129,68963290
2000-09-29,18.519269943237305,24.456586837768555,24.9849910736084,24.353046417236328,24.835037231445312,37998621
2000-10-02,18.519269943237305,24.456586837768555,24.456586837768555,24.456586837768555,24.456586837768555,0
2000-10-03,18.55441665649414,24.503000259399414,24.67080307006836,24.15311050415039,24.281641006469727,41961280
2000-10-04,18.743663787841797,24.752920150756836,24.885021209716797,24.556554794311523,24.706506729125977,25417691
2000-10-05,18.39219856262207,24.288780212402344,24.799335479736328,24.18524169921875,24.645811080932617,24047388
2000-10-06,18.405723571777344,24.30663299560547,24.406600952148438,24.031719207763672,24.13882827758789,29197467
2000-10-09,18.408422470092773,24.310203552246094,24.742210388183594,24.210235595703125,24.349475860595703,34534659
2000-10-10,18.124557495117188,23.935321807861328,24.38517951965332,23.80678939819336,24.353046417236328,30007286
2000-10-11,17.859601974487305,23.585430145263672,23.878196716308594,23.392635345458984,23.778228759765625,27186770
2000-10-12,17.700098037719727,23.37478256225586,23.885337829589844,23.032033920288086,23.385494232177734,69082160
2000-10-13,17.21074867248535,22.728557586669922,23.224830627441406,21.78599739074707,23.224830627441406,53499189
2000-10-16,16.778188705444336,22.157310485839844,23.878196716308594,21.796709060668945,22.921354293823242,68052387
2000-10-17,16.326692581176758,21.56106948852539,22.257278442382812,21.225460052490234,21.789567947387695,82261245
2000-10-18,16.132041931152344,21.304006576538086,21.600341796875,21.011241912841797,21.386123657226562,37969127
2000-10-19,16.39158058166504,21.64675521850586,22.021638870239258,20.493547439575195,21.193326950073242,70267297
2000-10-20,16.118520736694336,21.286155700683594,22.38580894470215,21.146913528442383,22.082332611083984,88156261
2000-10-23,15.456151008605957,20.41143035888672,21.279014587402344,20.2329158782959,21.279014587402344,49541306
2000-10-24,15.82653522491455,20.900562286376953,21.043373107910156,20.315031051635742,20.42214012145996,69908756
2000-10-25,16.494314193725586,21.782428741455078,22.071622848510742,20.943405151367188,20.993389129638672,76804722
2000-10-26,16.521347045898438,21.818130493164062,22.135887145996094,21.711021423339844,21.989505767822266,18928903
2000-10-27,16.38076400756836,21.632474899291992,22.028778076171875,21.428966522216797,21.91809844970703,48728952
2000-10-30,16.275327682495117,21.49323272705078,22.09304428100586,21.428966522216797,21.743154525756836,40934463
2000-10-31,16.337514877319336,21.575349807739258,21.689599990844727,21.014812469482422,21.425397872924805,42509931
2000-11-01,16.683565139770508,22.0323486328125,22.335824966430664,21.746723175048828,22.168020248413086,72480301
2000-11-02,17.070165634155273,22.54290199279785,22.707136154174805,22.057340621948242,22.057340621948242,74858151
2000-11-03,17.06746482849121,22.539331436157227,22.90350341796875,22.4786376953125,22.735698699951172,58610896
2000-11-06,16.9079532623291,22.328683853149414,22.84280776977539,22.27869987487793,22.632160186767578,55849367
2000-11-07,16.934995651245117,22.36438751220703,22.510770797729492,22.14659881591797,22.14659881591797,36376364
2000-11-08,17.2188663482666,22.739269256591797,23.02132225036621,22.492918014526367,22.614307403564453,78714125
2000-11-09,17.2567138671875,22.78925323486328,23.04274559020996,22.56432342529297,22.671432495117188,53307147
2000-11-10,16.824146270751953,22.21800422668457,22.832096099853516,22.15373992919922,22.739269256591797,49235533
2000-11-13,16.351024627685547,21.59320068359375,22.13945770263672,21.503944396972656,22.13945770263672,32680643
2000-11-14,16.818737030029297,22.21086311340332,22.27155876159668,21.568208694458008,21.568208694458008,51493926
2000-11-15,16.929582595825195,22.35724639892578,22.66429328918457,22.143028259277344,22.560754776000977,42863682
2000-11-16,16.85118293762207,22.253707885742188,22.521480560302734,22.089473724365234,22.492918014526367,45646036
2000-11-17,16.807926177978516,22.196582794189453,22.23942756652832,21.957372665405273,22.207294464111328,47502852
2000-11-20,16.77277946472168,22.150169372558594,22.321544647216797,22.068052291870117,22.175161361694336,23524883
2000-11-21,16.713302612304688,22.071622848510742,22.33225440979004,21.964513778686523,22.33225440979004,52537002
2000-11-22,16.661930084228516,22.003786087036133,22.242996215820312,21.964513778686523,22.135887145996094,16058756
2000-11-23,16.824146270751953,22.21800422668457,22.314403533935547,21.796709060668945,21.921669006347656,35718227
2000-11-24,16.943103790283203,22.375097274780273,22.628589630126953,22.27869987487793,22.314403533935547,47203872
2000-11-27,17.232376098632812,22.75712013244629,22.84280776977539,22.38580894470215,22.421512603759766,43128757
2000-11-28,17.816349029541016,23.528305053710938,23.58186149597168,22.653581619262695,22.846378326416016,94755530
2000-11-29,17.691984176635742,23.364072799682617,23.735383987426758,23.13557243347168,23.42119789123535,72628314
2000-11-30,17.743350982666016,23.431907653808594,23.58186149597168,23.2426815032959,23.349790573120117,43866453
2000-12-01,17.74064826965332,23.42833709716797,23.58186149597168,23.171276092529297,23.349790573120117,50742057
2000-12-04,17.983963012695312,23.749664306640625,23.949602127075195,23.485462188720703,23.485462188720703,68788347
2000-12-05,18.313793182373047,24.18524169921875,24.2637882232666,23.871055603027344,23.885337829589844,52905486
2000-12-06,18.235393524169922,24.081703186035156,24.613679885864258,24.035289764404297,24.613679885864258,43719127
2000-12-07,18.25162124633789,24.103124618530273,24.303062438964844,23.974594116210938,24.021007537841797,30523740
2000-12-08,18.351646423339844,24.235227584838867,24.413742065429688,24.074562072753906,24.135257720947266,59695425
2000-12-11,18.705810546875,24.70293617248535,24.774343490600586,24.2780704498291,24.342336654663086,84918820
2000-12-12,18.616596221923828,24.58511734008789,24.792194366455078,24.527992248535156,24.777912139892578,33331820
2000-12-13,18.784215927124023,24.806474685668945,24.959999084472656,24.592256546020508,24.706506729125977,57066266
2000-12-14,18.724735260009766,24.727928161621094,25.192068099975586,24.635101318359375,24.842178344726562,88461585
2000-12-15,18.273250579833984,24.13168716430664,24.635101318359375,24.01386833190918,24.635101318359375,56209434
2000-12-18,18.45438003540039,24.37089729309082,24.48514747619629,23.56757926940918,23.921039581298828,53342732
2000-12-19,18.351646423339844,24.235227584838867,24.606538772583008,24.142398834228516,24.51013946533203,49308314
2000-12-20,18.48412322998047,24.410171508789062,24.635101318359375,24.09241485595703,24.635101318359375,29325971
2000-12-21,18.508453369140625,24.442304611206055,24.63153076171875,24.031719207763672,24.28521156311035,59473245
2000-12-22,18.28676414489746,24.149539947509766,24.777912139892578,24.081703186035156,24.599397659301758,49839151
2000-12-25,18.28676414489746,24.149539947509766,24.149539947509766,24.149539947509766,24.149539947509766,0
2000-12-26,17.735246658325195,23.42119789123535,24.413742065429688,23.317657470703125,24.06742286682129,53423649
2000-12-27,18.008298873901367,23.781797409057617,23.921039581298828,23.13557243347168,23.278385162353516,56125604
2000-12-28,18.319204330444336,24.1923828125,24.2923526763916,23.763946533203125,23.978164672851562,56613447
2000-12-29,18.32731819152832,24.203094482421875,24.328054428100586,24.06742286682129,24.167390823364258,37622350
2001-01-01,18.478713989257812,24.403030395507812,24.53870391845703,24.206663131713867,24.2780704498291,42128577
2001-01-02,19.157302856445312,25.299177169799805,25.63478660583496,24.295921325683594,24.303062438964844,92764775
2001-01-03,19.468210220336914,25.709762573242188,25.82758331298828,25.206350326538086,25.34916114807129,123856212
2001-01-04,19.346555709838867,25.54909896850586,26.198894500732422,25.43484878540039,25.64192771911621,83784183
2001-01-05,19.698015213012695,26.01323890686035,26.191753387451172,25.456270217895508,25.456270217895508,104474953
2001-01-08,19.476322174072266,25.72047233581543,26.238168716430664,25.509824752807617,25.884706497192383,95828393
2001-01-09,19.354663848876953,25.559810638427734,25.8347225189209,25.499114990234375,25.663349151611328,63211442
2001-01-10,19.01671600341797,25.113521575927734,25.809730529785156,24.93143653869629,25.60265350341797,66251757
2001-01-11,19.23841094970703,25.406286239624023,25.513395309448242,25.06353759765625,25.17064666748047,57008778
2001-01-12,19.170820236206055,25.31702995300293,25.591941833496094,25.277755737304688,25.4884033203125,33646611
2001-01-15,19.224891662597656,25.38843536376953,25.456270217895508,25.13494300842285,25.281326293945312,27697623
